;010100011;811;0;2;4;680;0;0;4;2;1;0;680;0;0;29;4;0;33;647
;010100012;908;4;0;4;708;1;0;8;0;15;15;708;0;4;6;7;2;19;689
;010100013;706;0;8;4;552;0;0;5;8;8;8;552;2;1;10;0;0;13;539
;010100019;492;0;0;4;432;0;27;3;0;12;0;432;0;3;15;10;0;28;404
;010200005;592;2;0;2;522;19;0;0;0;2;1;522;19;0;0;0;0;19;503
;010200006;973;3;4;4;759;0;0;7;4;4;4;759;0;3;27;6;0;36;723
;010200007;987;0;2;4;752;0;0;0;2;0;0;752;0;2;23;4;0;29;723
;010200008;924;3;0;4;777;0;0;0;0;2;2;777;0;48;19;0;0;67;710
;010200011;654;2;2;2;552;0;0;0;2;2;2;552;0;0;10;2;0;12;540
;010300101;501;1;0;4;360;17;0;0;0;0;0;360;0;0;7;10;0;17;343
;010300102;576;0;0;3;485;30;0;10;0;0;0;485;0;0;0;28;0;28;457
;010300103;788;4;0;3;570;0;0;2;0;23;23;570;0;2;13;3;0;18;552
;010300105;560;1;0;3;356;0;0;0;0;0;0;356;8;10;2;4;4;28;328
;010300111;544;0;0;1;332;1;0;3;0;0;0;332;0;0;31;0;0;31;301
;010300112;754;4;0;4;531;3;0;4;0;0;0;531;13;11;2;9;0;35;496
;010300119;316;0;0;2;260;0;0;0;0;2;0;260;0;0;13;5;0;18;242
;011100024;688;1;0;5;508;7;0;0;0;0;0;508;0;8;7;3;0;18;490
;011100025;663;0;0;5;481;0;0;5;0;0;0;481;0;3;11;4;0;18;463
;011100026;562;0;0;5;397;0;0;0;0;0;0;397;10;0;0;0;0;10;387
;011100027;505;0;0;4;373;0;0;0;0;0;0;373;0;0;8;5;0;13;360
;011100028;478;2;0;4;352;0;0;0;0;4;0;352;0;6;3;0;0;9;343
;011100029;402;0;0;5;402;0;0;0;0;21;0;402;0;0;14;0;0;14;388
;011100030;368;0;17;6;291;12;0;0;17;17;0;291;0;2;9;1;0;12;279
;011100031;803;1;0;3;578;0;0;5;0;38;38;578;0;0;23;5;0;28;550
;011100032;686;3;15;2;456;0;0;0;15;15;0;456;0;0;17;3;0;20;436
;011100033;478;1;14;2;478;0;0;0;14;0;18;478;0;0;22;4;0;26;452
;011100034;768;7;0;2;570;26;0;0;0;0;0;570;0;0;26;0;0;26;544
;011100035;757;3;0;2;588;0;0;3;0;7;7;588;0;1;17;2;0;20;568
;011100036;421;4;11;4;302;0;0;0;11;11;11;302;0;1;8;0;0;9;293
;011100037;463;0;0;4;310;0;0;0;0;0;0;310;0;0;10;7;0;17;293
;011100038;488;1;0;4;366;0;0;0;0;2;2;366;5;2;6;6;0;19;347
;011100039;556;1;3;6;556;0;0;0;3;33;32;556;0;0;15;6;0;21;535
;011100040;572;2;0;6;467;0;0;2;0;17;0;467;7;0;5;0;0;12;455
;011300004;832;0;0;4;673;0;0;0;0;0;0;673;0;0;17;0;0;17;656
;011300005;886;4;0;5;692;0;0;0;0;0;0;692;0;0;8;0;0;8;684
;011300006;999;2;0;5;757;0;0;0;0;0;0;757;0;0;18;0;0;18;739
;011300007;978;3;0;2;801;23;0;0;0;0;0;801;0;6;12;3;2;23;778
;011300008;746;1;0;5;527;37;0;4;0;0;0;527;13;0;4;20;0;37;490
;011300009;681;2;0;5;488;0;0;4;0;1;0;488;29;0;11;0;0;40;448
;011300013;672;0;0;4;489;0;0;0;0;2;0;489;0;0;25;0;0;25;464
;011300014;703;0;0;4;497;0;0;0;0;16;0;497;4;0;9;5;0;18;479
;011300016;462;1;0;3;370;9;0;0;0;0;0;370;0;0;0;9;0;9;361
;011300017;829;0;0;3;655;0;0;0;0;0;0;655;0;8;10;3;0;21;634
;011300018;717;0;0;3;558;0;0;0;0;0;0;558;0;0;0;15;0;15;543
;011300019;609;3;0;3;454;0;0;0;0;0;0;454;0;2;17;0;0;19;435
;011300021;554;3;0;4;420;0;0;3;0;0;0;420;7;0;0;0;0;7;413
;012800005;621;0;0;4;511;40;0;0;0;0;0;511;0;17;16;6;1;40;471
;012800006;678;0;0;3;547;0;0;0;0;2;2;547;0;4;15;3;0;22;525
;012800007;556;1;0;3;419;0;0;1;0;21;21;419;10;1;0;2;0;13;406
П(6834);012800010;5;3;3;1;0;0;0;0;3;0;0;0;0;0;0;3
П(16136);012800010;1;4;1;0;0;0;0;0;1;0;0;0;0;0;0;1
П(22068);012800010;10;3;8;0;0;1;3;3;8;0;0;0;0;0;0;8
;013300037;438;0;0;5;350;0;0;0;0;0;0;350;0;0;0;7;0;7;343
;013300038;660;1;0;5;514;0;0;0;0;0;0;514;13;2;0;0;0;15;499
;013300041;566;2;0;4;364;0;0;10;0;0;0;364;10;0;0;0;0;10;354
;013300042;578;0;0;4;390;0;0;0;0;0;0;390;9;0;390;0;0;9;381
;013300046;595;1;0;5;442;0;0;0;0;0;0;442;0;0;8;4;0;12;430
;013300047;397;0;0;3;312;0;0;0;0;0;0;312;3;2;4;0;0;9;303
;013300048;340;1;0;3;262;0;0;0;0;0;0;262;0;0;0;8;0;8;254
;013300052;843;6;0;4;618;0;0;0;0;0;2;618;0;0;0;24;0;24;594
;013300053;708;0;0;4;533;0;0;7;0;0;0;533;0;3;14;5;1;23;510
;013300054;484;0;0;2;280;0;0;3;0;0;0;280;0;0;1;2;0;0;271
;013300055;446;0;0;2;262;0;0;0;0;0;0;262;0;0;0;14;0;14;248
;013300056;549;0;0;2;405;0;0;0;0;0;0;405;0;0;0;22;0;22;383
;013300057;490;2;0;6;406;0;0;0;0;0;0;406;0;0;0;15;0;15;391
;013300058;496;2;0;6;381;0;0;0;0;1;0;381;0;0;0;7;0;7;374
;013300060;1016;0;0;6;668;26;0;0;0;0;0;668;26;0;0;0;0;26;642
;013300061;935;0;0;6;543;0;0;0;0;0;0;543;16;0;0;3;0;19;524
;013300062;942;1;0;6;594;0;0;0;0;0;0;594;5;0;0;0;0;5;589
;013300063;652;1;0;5;457;0;0;1;0;0;0;457;0;17;0;0;0;17;440
;013300064;592;1;0;5;431;0;0;4;0;0;0;431;0;0;0;4;0;4;427
;013300065;319;0;1;4;265;8;0;0;1;1;0;265;8;0;0;0;0;8;257
;013300074;341;0;0;4;281;7;0;0;0;0;0;281;0;0;7;0;0;7;274
;013300084;476;0;0;5;357;0;0;1;0;0;0;357;0;2;4;0;1;7;350
;013300085;508;0;0;5;374;0;0;3;0;4;0;374;0;0;0;11;0;11;363
;013300086;928;0;0;4;629;0;0;25;0;0;0;629;25;0;0;0;0;25;604
;013300087;877;1;2;4;618;0;0;0;2;0;2;618;35;0;0;0;0;35;583
;013300088;769;0;0;3;563;0;0;0;0;0;0;563;0;2;11;7;0;20;543
;013300090;787;4;7;4;551;0;0;4;7;7;0;551;0;0;21;10;0;31;520
;013300091;469;2;1;5;352;0;0;2;1;1;0;352;22;0;0;0;0;22;330
;013300092;403;0;0;5;281;20;0;0;0;0;0;281;0;4;15;0;0;19;262
;013300093;331;0;0;9;331;0;0;5;0;0;0;331;14;0;5;0;0;19;312
;013300094;432;1;0;9;300;0;0;2;0;0;0;300;2;2;5;3;0;12;288
;013300095;636;1;0;9;489;2;0;7;0;0;15;489;22;0;4;0;0;26;463
;013700017;721;1;0;5;596;0;0;2;0;0;0;596;0;0;14;14;0;28;568
;013700018;745;0;0;5;578;0;0;4;0;0;0;578;0;9;0;2;0;11;567
;013700019;497;0;3;3;376;0;0;0;3;3;3;376;0;4;7;0;0;11;365
;013700020;736;0;0;6;490;0;0;0;0;0;0;490;0;11;0;22;0;33;457
;013700021;661;3;0;6;492;0;0;0;0;3;3;492;0;0;7;6;0;13;479
;013700022;977;2;1;6;550;0;0;2;1;1;1;550;0;9;10;5;0;24;526
;013700023;545;4;0;4;475;0;0;8;0;14;14;475;0;7;7;2;0;16;459
;013700024;845;0;0;4;648;0;1;2;0;4;0;648;0;7;9;2;1;19;629
;013700025;541;0;0;5;466;0;0;4;0;0;0;466;0;0;10;6;0;16;450
;013700026;746;0;0;5;516;0;0;8;0;3;0;516;0;18;17;2;0;37;479
;013700027;584;0;0;5;421;0;0;3;0;0;0;421;0;13;7;5;0;25;396
П(22602);013700030;37;4;37;0;0;0;14;14;37;0;0;0;0;0;0;37
;014000033;317;0;0;7;242;0;0;0;0;0;0;242;0;2;3;1;0;6;236
;014000034;301;1;0;7;233;11;0;3;0;1;0;233;0;5;5;0;0;10;223
;014000036;331;0;0;6;266;13;0;0;0;10;0;266;0;5;3;2;2;12;254
;014000037;523;1;0;3;430;10;0;3;0;0;0;430;10;0;0;0;0;10;420
;014000038;365;0;0;5;299;0;0;0;0;0;0;299;0;0;6;0;0;6;293
;014000042;541;1;1;6;380;6;0;0;1;6;0;380;0;1;5;0;0;6;374
;014000043;460;3;0;6;340;8;0;0;0;4;0;340;8;0;0;0;0;8;332
;014000044;604;0;0;6;395;17;0;0;0;0;0;395;0;0;0;10;7;17;378
;014000045;688;0;2;5;498;0;0;6;2;2;0;498;20;4;0;5;1;30;468
;014000046;497;1;0;6;342;0;0;5;0;3;3;342;0;0;4;10;0;14;328
;014000047;564;2;0;6;395;0;0;0;0;10;0;395;0;8;0;7;0;15;380
;014000048;562;3;0;5;389;8;0;0;0;2;0;389;0;0;7;0;0;7;382
;014000049;448;0;0;5;305;0;0;0;0;0;0;305;0;0;0;0;0;0;305
;014000050;633;3;0;9;432;17;0;4;0;0;0;432;0;4;0;8;0;12;420
;014000051;571;0;0;9;398;7;0;0;0;0;0;398;0;0;7;0;0;7;391
;014000060;476;0;0;4;476;15;0;0;0;14;0;476;0;0;15;0;0;15;461
;014000068;351;1;0;4;234;0;0;13;0;0;0;234;0;0;0;13;0;13;221
;014000069;260;1;0;4;260;11;0;11;0;0;0;260;11;0;0;0;0;11;249
;014000070;551;1;0;4;408;18;0;2;0;0;0;408;9;6;2;2;0;19;389
;014000073;297;0;0;3;226;10;0;0;0;1;0;226;0;0;9;1;0;10;216
;014000074;285;285;0;3;213;0;0;0;0;3;0;213;0;4;7;0;0;11;202
;014200001;375;0;0;4;317;0;0;0;0;0;0;317;0;0;0;9;0;9;308
;014200002;498;0;0;4;326;0;0;4;0;0;0;326;0;4;1;2;0;7;319
;014200003;531;1;0;4;366;0;0;0;0;0;0;366;0;3;5;1;0;9;357
;014200004;695;2;0;2;511;0;0;6;0;0;0;511;0;34;17;8;0;59;452
;014200005;682;2;0;2;517;0;0;0;0;0;0;517;2;23;0;0;0;25;492
;014200006;696;3;0;2;544;0;0;0;0;0;0;544;0;0;37;0;0;37;507
;014200007;853;3;0;7;560;0;0;0;0;0;0;560;0;5;10;0;0;15;545
;014200008;332;5;0;2;276;6;0;6;0;9;0;276;0;0;6;0;0;6;270
;014200009;325;0;0;2;255;0;0;0;0;25;0;255;0;0;0;8;0;8;247
;014200010;869;3;0;6;538;0;0;4;0;0;0;538;0;0;5;4;0;9;529
;014200011;831;0;0;6;556;0;0;6;0;0;44;556;6;0;0;0;0;6;550
;014200012;915;5;0;6;575;0;0;8;0;4;0;575;0;0;6;9;0;15;560
;014200013;326;0;15;3;275;0;0;2;15;15;15;275;1;0;0;0;0;1;274
;014200014;509;2;0;3;385;0;0;0;0;0;52;385;0;0;0;10;0;10;375
;014200015;832;0;0;4;584;0;0;0;0;33;33;584;0;12;8;0;0;20;564
;014200016;748;0;0;4;530;7;0;0;0;12;0;530;0;1;3;3;0;7;523
;014200019;822;1;0;4;491;24;0;0;0;2;2;491;0;0;11;13;0;24;467
