;290100001;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;21
;290200002;0;0;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;23;777
;290300003;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;2;43
;290400004;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;2;35
;290500005;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;1;30
;290600006;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;3;136
;290600007;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;141
;290700008;0;0;0;0;904;0;0;0;0;0;0;0;0;0;0;0;0;904;0;0;0;0;0;19;885
;290700009;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;1;123
;290800010;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;1;63
;290900011;0;0;0;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;25;1356
;290900012;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;4;98
;290900013;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;4;61
;291000014;0;0;0;0;916;0;0;0;0;0;0;0;0;0;0;0;0;916;0;0;0;0;0;14;902
;291000015;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;191;0;0;0;0;0;0;191
;291100016;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;35
;291200017;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;5;195
;291300018;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;2;114
;291400019;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;1;19
;291500020;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;0;211
;291600021;0;0;0;0;978;0;0;0;0;0;0;0;0;0;0;0;0;978;0;0;0;0;0;7;971
;291600022;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;5;495
;291600023;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;1;154
;291600024;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;0;0;1;258
;291600025;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;1;181
;291600026;0;0;0;0;383;0;0;0;0;0;0;0;0;0;0;0;0;383;0;0;0;0;0;5;378
